,index,path,thredds_cat,title,dataset_id,dataset_description,institution,institution_id,start_year,end_year,abstract,processing_level,license,license_type,project_id,frequency,variables,driving_experiment_id,dask_chunks
10,NAM-12_ERA5_evaluation_r1i1p1_OURANOS_CRCM5_v1-r2_1hr_197901010030-202012312330,https://pavics.ouranos.ca/twitcher/ows/proxy/thredds/dodsC/datasets/simulations/RCM-CMIP6/CORDEX/NAM-12/1hr/NAM-12_ERA5_evaluation_r1i1p1_OURANOS_CRCM5_v1-r2_1hr_197901010030-202012312330.ncml,https://pavics.ouranos.ca/twitcher/ows/proxy/thredds/catalog/datasets/simulations/catalog.html,CRCM5-CMIP6 : Canadian Regional Climate Model v.5 - CMIP6 : hourly,CRCM5-CMIP6,,Ouranos Consortium on Regional Climatology and Adaptation to Climate Change,OURANOS,1979,2020,"Ouranos produces operational regional climate simulations over the Cordex North American domain, at 0.11° resolution. The current ensemble uses the fifth version of the CRCM, developed at UQAM's ESCER center in collaboration with ECCC. Pilot data for the simulations come from the CMIP6 ensemble, except for those in hindcast mode, which use ERA5.",raw,https://cordex.org/data-access/cordex-cmip6-data/cordex-cmip6-terms-of-use,permissive,CORDEX,1hr,pr,evaluation,"{'time': 250, 'rlat': 50, 'rlon': 50}"
11,NAM-12_MPI-ESM1-2-LR_historical_r1i1p1f1_OURANOS_CRCM5_v1-r1_1hr_195001010000-201412312300,https://pavics.ouranos.ca/twitcher/ows/proxy/thredds/dodsC/datasets/simulations/RCM-CMIP6/CORDEX/NAM-12/1hr/NAM-12_MPI-ESM1-2-LR_historical_r1i1p1f1_OURANOS_CRCM5_v1-r1_1hr_195001010000-201412312300.ncml,https://pavics.ouranos.ca/twitcher/ows/proxy/thredds/catalog/datasets/simulations/catalog.html,CRCM5-CMIP6 : Canadian Regional Climate Model v.5 - CMIP6 : hourly,CRCM5-CMIP6,https://zenodo.org/doi/10.5281/zenodo.11061924,Ouranos Consortium on Regional Climatology and Adaptation to Climate Change,OURANOS,1950,2014,"Ouranos produces operational regional climate simulations over the Cordex North American domain, at 0.11° resolution. The current ensemble uses the fifth version of the CRCM, developed at UQAM's ESCER center in collaboration with ECCC. Pilot data for the simulations come from the CMIP6 ensemble, except for those in hindcast mode, which use ERA5.",raw,https://cordex.org/data-access/cordex-cmip6-data/cordex-cmip6-terms-of-use,permissive,CORDEX,1hr,"evspsbl,hurs,huss,pr,prfr,ps,psl,rlds,rsds,tas,time_bnds,uas,vas",historical,"{'time': 250, 'rlat': 50, 'rlon': 50}"
12,NAM-12_MPI-ESM1-2-LR_historical_r2i1p1f1_OURANOS_CRCM5_v1-r1_1hr_195001010000-201412312300,https://pavics.ouranos.ca/twitcher/ows/proxy/thredds/dodsC/datasets/simulations/RCM-CMIP6/CORDEX/NAM-12/1hr/NAM-12_MPI-ESM1-2-LR_historical_r2i1p1f1_OURANOS_CRCM5_v1-r1_1hr_195001010000-201412312300.ncml,https://pavics.ouranos.ca/twitcher/ows/proxy/thredds/catalog/datasets/simulations/catalog.html,CRCM5-CMIP6 : Canadian Regional Climate Model v.5 - CMIP6 : hourly,CRCM5-CMIP6,,Ouranos Consortium on Regional Climatology and Adaptation to Climate Change,OURANOS,1950,2014,"Ouranos produces operational regional climate simulations over the Cordex North American domain, at 0.11° resolution. The current ensemble uses the fifth version of the CRCM, developed at UQAM's ESCER center in collaboration with ECCC. Pilot data for the simulations come from the CMIP6 ensemble, except for those in hindcast mode, which use ERA5.",raw,https://cordex.org/data-access/cordex-cmip6-data/cordex-cmip6-terms-of-use,permissive,CORDEX,1hr,"compression_info,hurs,huss,pr,prfr,ps,psl,rlds,rsds,tas,time_bnds,uas,vas",historical,"{'time': 250, 'rlat': 50, 'rlon': 50}"
13,NAM-12_MPI-ESM1-2-LR_historical_r3i1p1f1_OURANOS_CRCM5_v1-r1_1hr_195001010000-201412312300,https://pavics.ouranos.ca/twitcher/ows/proxy/thredds/dodsC/datasets/simulations/RCM-CMIP6/CORDEX/NAM-12/1hr/NAM-12_MPI-ESM1-2-LR_historical_r3i1p1f1_OURANOS_CRCM5_v1-r1_1hr_195001010000-201412312300.ncml,https://pavics.ouranos.ca/twitcher/ows/proxy/thredds/catalog/datasets/simulations/catalog.html,CRCM5-CMIP6 : Canadian Regional Climate Model v.5 - CMIP6 : hourly,CRCM5-CMIP6,,Ouranos Consortium on Regional Climatology and Adaptation to Climate Change,OURANOS,1950,2014,"Ouranos produces operational regional climate simulations over the Cordex North American domain, at 0.11° resolution. The current ensemble uses the fifth version of the CRCM, developed at UQAM's ESCER center in collaboration with ECCC. Pilot data for the simulations come from the CMIP6 ensemble, except for those in hindcast mode, which use ERA5.",raw,https://cordex.org/data-access/cordex-cmip6-data/cordex-cmip6-terms-of-use,permissive,CORDEX,1hr,"compression_info,hurs,huss,pr,prfr,ps,psl,rlds,rsds,tas,time_bnds,uas,vas",historical,"{'time': 250, 'rlat': 50, 'rlon': 50}"
14,NAM-12_MPI-ESM1-2-LR_historical_r4i1p1f1_OURANOS_CRCM5_v1-r1_1hr_195001010000-201412312300,https://pavics.ouranos.ca/twitcher/ows/proxy/thredds/dodsC/datasets/simulations/RCM-CMIP6/CORDEX/NAM-12/1hr/NAM-12_MPI-ESM1-2-LR_historical_r4i1p1f1_OURANOS_CRCM5_v1-r1_1hr_195001010000-201412312300.ncml,https://pavics.ouranos.ca/twitcher/ows/proxy/thredds/catalog/datasets/simulations/catalog.html,CRCM5-CMIP6 : Canadian Regional Climate Model v.5 - CMIP6 : hourly,CRCM5-CMIP6,,Ouranos Consortium on Regional Climatology and Adaptation to Climate Change,OURANOS,1950,2014,"Ouranos produces operational regional climate simulations over the Cordex North American domain, at 0.11° resolution. The current ensemble uses the fifth version of the CRCM, developed at UQAM's ESCER center in collaboration with ECCC. Pilot data for the simulations come from the CMIP6 ensemble, except for those in hindcast mode, which use ERA5.",raw,https://cordex.org/data-access/cordex-cmip6-data/cordex-cmip6-terms-of-use,permissive,CORDEX,1hr,"hurs,huss,pr,prfr,ps,psl,quantization_info,rlds,rsds,tas,time_bnds,uas,vas",historical,"{'time': 250, 'rlat': 50, 'rlon': 50}"
15,NAM-12_MPI-ESM1-2-LR_historical_r5i1p1f1_OURANOS_CRCM5_v1-r1_1hr_195001010000-201412312300,https://pavics.ouranos.ca/twitcher/ows/proxy/thredds/dodsC/datasets/simulations/RCM-CMIP6/CORDEX/NAM-12/1hr/NAM-12_MPI-ESM1-2-LR_historical_r5i1p1f1_OURANOS_CRCM5_v1-r1_1hr_195001010000-201412312300.ncml,https://pavics.ouranos.ca/twitcher/ows/proxy/thredds/catalog/datasets/simulations/catalog.html,CRCM5-CMIP6 : Canadian Regional Climate Model v.5 - CMIP6 : hourly,CRCM5-CMIP6,,Ouranos Consortium on Regional Climatology and Adaptation to Climate Change,OURANOS,1950,2014,"Ouranos produces operational regional climate simulations over the Cordex North American domain, at 0.11° resolution. The current ensemble uses the fifth version of the CRCM, developed at UQAM's ESCER center in collaboration with ECCC. Pilot data for the simulations come from the CMIP6 ensemble, except for those in hindcast mode, which use ERA5.",raw,https://cordex.org/data-access/cordex-cmip6-data/cordex-cmip6-terms-of-use,permissive,CORDEX,1hr,"hurs,huss,pr,prfr,ps,psl,rlds,rsds,tas,time_bnds,uas,vas",historical,"{'time': 250, 'rlat': 50, 'rlon': 50}"
16,NAM-12_MPI-ESM1-2-LR_ssp126_r1i1p1f1_OURANOS_CRCM5_v1-r1_1hr_201501010000-210012312300,https://pavics.ouranos.ca/twitcher/ows/proxy/thredds/dodsC/datasets/simulations/RCM-CMIP6/CORDEX/NAM-12/1hr/NAM-12_MPI-ESM1-2-LR_ssp126_r1i1p1f1_OURANOS_CRCM5_v1-r1_1hr_201501010000-210012312300.ncml,https://pavics.ouranos.ca/twitcher/ows/proxy/thredds/catalog/datasets/simulations/catalog.html,CRCM5-CMIP6 : Canadian Regional Climate Model v.5 - CMIP6 : hourly,CRCM5-CMIP6,https://zenodo.org/doi/10.5281/zenodo.11061924,Ouranos Consortium on Regional Climatology and Adaptation to Climate Change,OURANOS,2015,2100,"Ouranos produces operational regional climate simulations over the Cordex North American domain, at 0.11° resolution. The current ensemble uses the fifth version of the CRCM, developed at UQAM's ESCER center in collaboration with ECCC. Pilot data for the simulations come from the CMIP6 ensemble, except for those in hindcast mode, which use ERA5.",raw,https://cordex.org/data-access/cordex-cmip6-data/cordex-cmip6-terms-of-use,permissive,CORDEX,1hr,"evspsbl,hurs,huss,pr,prfr,ps,psl,rlds,rsds,tas,time_bnds,uas,vas",ssp126,"{'time': 250, 'rlat': 50, 'rlon': 50}"
17,NAM-12_MPI-ESM1-2-LR_ssp245_r1i1p1f1_OURANOS_CRCM5_v1-r1_1hr_201501010000-210012312300,https://pavics.ouranos.ca/twitcher/ows/proxy/thredds/dodsC/datasets/simulations/RCM-CMIP6/CORDEX/NAM-12/1hr/NAM-12_MPI-ESM1-2-LR_ssp245_r1i1p1f1_OURANOS_CRCM5_v1-r1_1hr_201501010000-210012312300.ncml,https://pavics.ouranos.ca/twitcher/ows/proxy/thredds/catalog/datasets/simulations/catalog.html,CRCM5-CMIP6 : Canadian Regional Climate Model v.5 - CMIP6 : hourly,CRCM5-CMIP6,https://zenodo.org/doi/10.5281/zenodo.11061924,Ouranos Consortium on Regional Climatology and Adaptation to Climate Change,OURANOS,2015,2100,"Ouranos produces operational regional climate simulations over the Cordex North American domain, at 0.11° resolution. The current ensemble uses the fifth version of the CRCM, developed at UQAM's ESCER center in collaboration with ECCC. Pilot data for the simulations come from the CMIP6 ensemble, except for those in hindcast mode, which use ERA5.",raw,https://cordex.org/data-access/cordex-cmip6-data/cordex-cmip6-terms-of-use,permissive,CORDEX,1hr,"evspsbl,hurs,huss,pr,prfr,ps,psl,rlds,rsds,tas,time_bnds,uas,vas",ssp245,"{'time': 250, 'rlat': 50, 'rlon': 50}"
18,NAM-12_MPI-ESM1-2-LR_ssp370_r1i1p1f1_OURANOS_CRCM5_v1-r1_1hr_201501010000-210012312300,https://pavics.ouranos.ca/twitcher/ows/proxy/thredds/dodsC/datasets/simulations/RCM-CMIP6/CORDEX/NAM-12/1hr/NAM-12_MPI-ESM1-2-LR_ssp370_r1i1p1f1_OURANOS_CRCM5_v1-r1_1hr_201501010000-210012312300.ncml,https://pavics.ouranos.ca/twitcher/ows/proxy/thredds/catalog/datasets/simulations/catalog.html,CRCM5-CMIP6 : Canadian Regional Climate Model v.5 - CMIP6 : hourly,CRCM5-CMIP6,https://zenodo.org/doi/10.5281/zenodo.11061924,Ouranos Consortium on Regional Climatology and Adaptation to Climate Change,OURANOS,2015,2100,"Ouranos produces operational regional climate simulations over the Cordex North American domain, at 0.11° resolution. The current ensemble uses the fifth version of the CRCM, developed at UQAM's ESCER center in collaboration with ECCC. Pilot data for the simulations come from the CMIP6 ensemble, except for those in hindcast mode, which use ERA5.",raw,https://cordex.org/data-access/cordex-cmip6-data/cordex-cmip6-terms-of-use,permissive,CORDEX,1hr,"evspsbl,hurs,huss,pr,prfr,ps,psl,rlds,rsds,tas,time_bnds,uas,vas",ssp370,"{'time': 250, 'rlat': 50, 'rlon': 50}"
19,NAM-12_MPI-ESM1-2-LR_ssp370_r2i1p1f1_OURANOS_CRCM5_v1-r1_1hr_201501010000-210012312300,https://pavics.ouranos.ca/twitcher/ows/proxy/thredds/dodsC/datasets/simulations/RCM-CMIP6/CORDEX/NAM-12/1hr/NAM-12_MPI-ESM1-2-LR_ssp370_r2i1p1f1_OURANOS_CRCM5_v1-r1_1hr_201501010000-210012312300.ncml,https://pavics.ouranos.ca/twitcher/ows/proxy/thredds/catalog/datasets/simulations/catalog.html,CRCM5-CMIP6 : Canadian Regional Climate Model v.5 - CMIP6 : hourly,CRCM5-CMIP6,,Ouranos Consortium on Regional Climatology and Adaptation to Climate Change,OURANOS,2015,2100,"Ouranos produces operational regional climate simulations over the Cordex North American domain, at 0.11° resolution. The current ensemble uses the fifth version of the CRCM, developed at UQAM's ESCER center in collaboration with ECCC. Pilot data for the simulations come from the CMIP6 ensemble, except for those in hindcast mode, which use ERA5.",raw,https://cordex.org/data-access/cordex-cmip6-data/cordex-cmip6-terms-of-use,permissive,CORDEX,1hr,"hurs,huss,pr,prfr,ps,psl,quantization_info,rlds,rsds,tas,time_bnds,uas,vas",ssp370,"{'time': 250, 'rlat': 50, 'rlon': 50}"
20,NAM-12_MPI-ESM1-2-LR_ssp370_r3i1p1f1_OURANOS_CRCM5_v1-r1_1hr_201501010000-210012312300,https://pavics.ouranos.ca/twitcher/ows/proxy/thredds/dodsC/datasets/simulations/RCM-CMIP6/CORDEX/NAM-12/1hr/NAM-12_MPI-ESM1-2-LR_ssp370_r3i1p1f1_OURANOS_CRCM5_v1-r1_1hr_201501010000-210012312300.ncml,https://pavics.ouranos.ca/twitcher/ows/proxy/thredds/catalog/datasets/simulations/catalog.html,CRCM5-CMIP6 : Canadian Regional Climate Model v.5 - CMIP6 : hourly,CRCM5-CMIP6,,Ouranos Consortium on Regional Climatology and Adaptation to Climate Change,OURANOS,2015,2100,"Ouranos produces operational regional climate simulations over the Cordex North American domain, at 0.11° resolution. The current ensemble uses the fifth version of the CRCM, developed at UQAM's ESCER center in collaboration with ECCC. Pilot data for the simulations come from the CMIP6 ensemble, except for those in hindcast mode, which use ERA5.",raw,https://cordex.org/data-access/cordex-cmip6-data/cordex-cmip6-terms-of-use,permissive,CORDEX,1hr,"hurs,huss,pr,prfr,ps,psl,quantization_info,rlds,rsds,tas,time_bnds,uas,vas",ssp370,"{'time': 250, 'rlat': 50, 'rlon': 50}"
21,NAM-12_NorESM2-MM_historical_r1i1p1f1_OURANOS_CRCM5_v1-r1_1hr_195001010000-201412312300,https://pavics.ouranos.ca/twitcher/ows/proxy/thredds/dodsC/datasets/simulations/RCM-CMIP6/CORDEX/NAM-12/1hr/NAM-12_NorESM2-MM_historical_r1i1p1f1_OURANOS_CRCM5_v1-r1_1hr_195001010000-201412312300.ncml,https://pavics.ouranos.ca/twitcher/ows/proxy/thredds/catalog/datasets/simulations/catalog.html,CRCM5-CMIP6 : Canadian Regional Climate Model v.5 - CMIP6 : hourly,CRCM5-CMIP6,,Ouranos Consortium on Regional Climatology and Adaptation to Climate Change,OURANOS,1950,2014,"Ouranos produces operational regional climate simulations over the Cordex North American domain, at 0.11° resolution. The current ensemble uses the fifth version of the CRCM, developed at UQAM's ESCER center in collaboration with ECCC. Pilot data for the simulations come from the CMIP6 ensemble, except for those in hindcast mode, which use ERA5.",raw,https://cordex.org/data-access/cordex-cmip6-data/cordex-cmip6-terms-of-use,permissive,CORDEX,1hr,"hurs,huss,pr,prfr,ps,psl,quantization_info,rlds,rsds,tas,time_bnds,uas,vas",historical,"{'time': 250, 'rlat': 50, 'rlon': 50}"
